"","x"
"11966","c(-0.575606439822049, 0.996719533674476)"
"11967","c(-0.575606439822049, 0.996719533674476)"
"11968","c(-0.575606439822049, 0.996719533674476)"
"11969","c(-0.575606439822049, 0.996719533674476)"
"11970","c(-0.575606439822049, 0.996719533674476)"
"11971","c(-0.575606439822049, 0.996719533674476)"
"11972","c(-0.575606439822049, 0.996719533674476)"
"11973","c(-0.575606439822049, 0.996719533674476)"
"11974","c(-0.575606439822049, 0.996719533674476)"
"11975","c(-0.575606439822049, 0.996719533674476)"
"11976","c(-0.575606439822049, 0.996719533674476)"
"11977","c(-0.575606439822049, 0.996719533674476)"
"11978","c(-0.575606439822049, 0.996719533674476)"
"11979","c(-0.575606439822049, 0.996719533674476)"
"11980","c(-0.575606439822049, 0.996719533674476)"
"11981","c(-0.575606439822049, 0.996719533674476)"
"11982","c(-0.723930986509834, 0.996619201211089)"
"11983","c(-0.723930986509834, 0.996619201211089)"
"11984","c(-0.723930986509834, 0.996619201211089)"
"11985","c(-0.723930986509834, 0.996619201211089)"
"11986","c(-0.723930986509834, 0.996619201211089)"
"11987","c(-0.723930986509834, 0.996619201211089)"
"11988","c(-0.723930986509834, 0.996619201211089)"
"11989","c(-0.723930986509834, 0.996619201211089)"
"11990","c(-0.723930986509834, 0.996619201211089)"
"11991","c(-0.723930986509834, 0.996619201211089)"
"11992","c(-0.723930986509834, 0.996619201211089)"
"11993","c(-0.723930986509834, 0.996619201211089)"
"11994","c(-0.723930986509834, 0.996619201211089)"
"11995","c(-0.723930986509834, 0.996619201211089)"
"11996","c(-0.723930986509834, 0.996619201211089)"
"11997","c(-0.723930986509834, 0.996619201211089)"
"11998","c(-0.723930986509834, 0.996619201211089)"
"11999","c(-0.723930986509834, 0.996619201211089)"
"12000","c(-0.723930986509834, 0.996619201211089)"
"12001","c(-0.723930986509834, 0.996619201211089)"
"12002","c(-0.723930986509834, 0.996619201211089)"
"12003","c(-0.723930986509834, 0.996619201211089)"
"12004","c(-0.723930986509834, 0.996619201211089)"
"12005","c(-0.723930986509834, 0.996619201211089)"
"12006","c(-0.723930986509834, 0.996619201211089)"
"12007","c(-0.723930986509834, 0.996619201211089)"
"12008","c(-0.723930986509834, 0.996619201211089)"
"12009","c(-0.723930986509834, 0.996619201211089)"
"12010","c(-0.723930986509834, 0.996619201211089)"
"12011","c(-0.723930986509834, 0.996619201211089)"
"12012","c(-0.723930986509834, 0.996619201211089)"
"12013","c(-0.723930986509834, 0.996619201211089)"
"12014","c(-0.723930986509834, 0.996619201211089)"
"12015","c(-0.723930986509834, 0.996619201211089)"
"12016","c(-0.723930986509834, 0.996619201211089)"
"12017","c(-0.723930986509834, 0.996619201211089)"
"12018","c(-0.7506090414866, 0.997767335861349)"
"12019","c(-0.7506090414866, 0.997767335861349)"
"12020","c(-0.7506090414866, 0.997767335861349)"
"12021","c(-0.7506090414866, 0.997767335861349)"
"12022","c(-0.7506090414866, 0.997767335861349)"
"12023","c(-0.7506090414866, 0.997767335861349)"
"12024","c(-0.7506090414866, 0.997767335861349)"
"12025","c(-0.7506090414866, 0.997767335861349)"
"12026","c(-0.7506090414866, 0.997767335861349)"
"12027","c(-0.7506090414866, 0.997767335861349)"
"12028","c(-0.7506090414866, 0.997767335861349)"
"12029","c(-0.7506090414866, 0.997767335861349)"
"12030","c(-0.7506090414866, 0.997767335861349)"
"12031","c(-0.7506090414866, 0.997767335861349)"
"12032","c(-0.7506090414866, 0.997767335861349)"
"12033","c(-0.7506090414866, 0.997767335861349)"
"12034","c(-0.7506090414866, 0.997767335861349)"
"12035","c(-0.7506090414866, 0.997767335861349)"
"12036","c(-0.7506090414866, 0.997767335861349)"
"12037","c(-0.7506090414866, 0.997767335861349)"
"12038","c(-0.7506090414866, 0.997767335861349)"
"12039","c(-0.7506090414866, 0.997767335861349)"
"12040","c(-0.7506090414866, 0.997767335861349)"
"12041","c(-0.7506090414866, 0.997767335861349)"
"12042","c(-0.7506090414866, 0.997767335861349)"
"12043","c(-0.7506090414866, 0.997767335861349)"
"12044","c(-0.7506090414866, 0.997767335861349)"
"12045","c(-0.7506090414866, 0.997767335861349)"
"12046","c(-0.7506090414866, 0.997767335861349)"
"12047","c(-0.7506090414866, 0.997767335861349)"
"12048","c(-0.7506090414866, 0.997767335861349)"
"12049","c(-0.7506090414866, 0.997767335861349)"
"12050","c(-0.7506090414866, 0.997767335861349)"
"12051","c(-0.7506090414866, 0.997767335861349)"
"12052","c(-0.7506090414866, 0.997767335861349)"
"12053","c(-0.7506090414866, 0.997767335861349)"
"12054","c(-0.575606439822049, 0.996719533674476)"
"12055","c(-0.575606439822049, 0.996719533674476)"
"12056","c(-0.575606439822049, 0.996719533674476)"
"12057","c(-0.575606439822049, 0.996719533674476)"
"12058","c(-0.575606439822049, 0.996719533674476)"
"12059","c(-0.575606439822049, 0.996719533674476)"
"12060","c(-0.575606439822049, 0.996719533674476)"
"12061","c(-0.575606439822049, 0.996719533674476)"
"12062","c(-0.575606439822049, 0.996719533674476)"
"12063","c(-0.575606439822049, 0.996719533674476)"
"12064","c(-0.575606439822049, 0.996719533674476)"
"12065","c(-0.575606439822049, 0.996719533674476)"
"12066","c(-0.575606439822049, 0.996719533674476)"
"12067","c(-0.575606439822049, 0.996719533674476)"
"12068","c(-0.575606439822049, 0.996719533674476)"
"12069","c(-0.575606439822049, 0.996719533674476)"
"12070","c(-0.575606439822049, 0.996719533674476)"
"12071","c(-0.575606439822049, 0.996719533674476)"
"12072","c(-0.575606439822049, 0.996719533674476)"
"12073","c(-0.575606439822049, 0.996719533674476)"
"12074","c(-0.575606439822049, 0.996719533674476)"
"12075","c(-0.575606439822049, 0.996719533674476)"
"12076","c(-0.575606439822049, 0.996719533674476)"
"12077","c(-0.575606439822049, 0.996719533674476)"
"12078","c(-0.575606439822049, 0.996719533674476)"
"12079","c(-0.575606439822049, 0.996719533674476)"
"12080","c(-0.575606439822049, 0.996719533674476)"
"12081","c(-0.575606439822049, 0.996719533674476)"
"12082","c(-0.575606439822049, 0.996719533674476)"
"12083","c(-0.575606439822049, 0.996719533674476)"
"12084","c(-0.575606439822049, 0.996719533674476)"
"12085","c(-0.575606439822049, 0.996719533674476)"
"12086","c(-0.575606439822049, 0.996719533674476)"
"12087","c(-0.575606439822049, 0.996719533674476)"
"12088","c(-0.575606439822049, 0.996719533674476)"
"12089","c(-0.575606439822049, 0.996719533674476)"
"12090","c(-0.723930986509834, 0.996619201211089)"
"12091","c(-0.723930986509834, 0.996619201211089)"
"12092","c(-0.723930986509834, 0.996619201211089)"
"12093","c(-0.723930986509834, 0.996619201211089)"
"12094","c(-0.723930986509834, 0.996619201211089)"
"12095","c(-0.723930986509834, 0.996619201211089)"
"12096","c(-0.723930986509834, 0.996619201211089)"
"12097","c(-0.723930986509834, 0.996619201211089)"
"12098","c(-0.723930986509834, 0.996619201211089)"
"12099","c(-0.723930986509834, 0.996619201211089)"
"12100","c(-0.723930986509834, 0.996619201211089)"
"12101","c(-0.723930986509834, 0.996619201211089)"
"12102","c(-0.723930986509834, 0.996619201211089)"
"12103","c(-0.723930986509834, 0.996619201211089)"
"12104","c(-0.723930986509834, 0.996619201211089)"
"12105","c(-0.723930986509834, 0.996619201211089)"
"12106","c(-0.723930986509834, 0.996619201211089)"
"12107","c(-0.723930986509834, 0.996619201211089)"
"12108","c(-0.723930986509834, 0.996619201211089)"
"12109","c(-0.723930986509834, 0.996619201211089)"
"12110","c(-0.723930986509834, 0.996619201211089)"
"12111","c(-0.723930986509834, 0.996619201211089)"
"12112","c(-0.723930986509834, 0.996619201211089)"
"12113","c(-0.723930986509834, 0.996619201211089)"
"12114","c(-0.723930986509834, 0.996619201211089)"
"12115","c(-0.723930986509834, 0.996619201211089)"
"12116","c(-0.723930986509834, 0.996619201211089)"
"12117","c(-0.723930986509834, 0.996619201211089)"
"12118","c(-0.723930986509834, 0.996619201211089)"
"12119","c(-0.723930986509834, 0.996619201211089)"
"12120","c(-0.723930986509834, 0.996619201211089)"
"12121","c(-0.723930986509834, 0.996619201211089)"
"12122","c(-0.723930986509834, 0.996619201211089)"
"12123","c(-0.723930986509834, 0.996619201211089)"
"12124","c(-0.723930986509834, 0.996619201211089)"
"12125","c(-0.723930986509834, 0.996619201211089)"
"12126","c(-0.66661213756028, 0.997327556440854)"
"12127","c(-0.66661213756028, 0.997327556440854)"
"12128","c(-0.66661213756028, 0.997327556440854)"
"12129","c(-0.66661213756028, 0.997327556440854)"
"12130","c(-0.66661213756028, 0.997327556440854)"
"12131","c(-0.66661213756028, 0.997327556440854)"
"12132","c(-0.66661213756028, 0.997327556440854)"
"12133","c(-0.770943421250195, 0.999135036768917)"
"12134","c(-0.770943421250195, 0.999135036768917)"
"12135","c(-0.770943421250195, 0.999135036768917)"
"12136","c(-0.770943421250195, 0.999135036768917)"
"12137","c(-0.770943421250195, 0.999135036768917)"
"12138","c(-0.770943421250195, 0.999135036768917)"
"12139","c(-0.770943421250195, 0.999135036768917)"
"12140","c(-0.770943421250195, 0.999135036768917)"
"12141","c(-0.770943421250195, 0.999135036768917)"
"12142","c(-0.770943421250195, 0.999135036768917)"
"12143","c(-0.770943421250195, 0.999135036768917)"
"12144","c(-0.770943421250195, 0.999135036768917)"
"12145","c(-0.770943421250195, 0.999135036768917)"
"12146","c(-0.770943421250195, 0.999135036768917)"
"12147","c(-0.770943421250195, 0.999135036768917)"
"12148","c(-0.770943421250195, 0.999135036768917)"
"12149","c(-0.770943421250195, 0.999135036768917)"
"12150","c(-0.770943421250195, 0.999135036768917)"
"12151","c(-0.770943421250195, 0.999135036768917)"
"12152","c(-0.770943421250195, 0.999135036768917)"
"12153","c(-0.770943421250195, 0.999135036768917)"
"12154","c(-0.770943421250195, 0.999135036768917)"
"12155","c(-0.770943421250195, 0.999135036768917)"
"12156","c(-0.770943421250195, 0.999135036768917)"
"12157","c(-0.770943421250195, 0.999135036768917)"
"12158","c(-0.770943421250195, 0.999135036768917)"
"12159","c(-0.770943421250195, 0.999135036768917)"
"12160","c(-0.770943421250195, 0.999135036768917)"
"12161","c(-0.770943421250195, 0.999135036768917)"
"12162","c(-0.770943421250195, 0.999135036768917)"
"12163","c(-0.770943421250195, 0.999135036768917)"
"12164","c(-0.770943421250195, 0.999135036768917)"
"12165","c(-0.770943421250195, 0.999135036768917)"
"12166","c(-0.770943421250195, 0.999135036768917)"
"12167","c(-0.770943421250195, 0.999135036768917)"
"12168","c(-0.770943421250195, 0.999135036768917)"
"12169","c(-0.718730892823492, 0.999666954264042)"
"12170","c(-0.718730892823492, 0.999666954264042)"
"12171","c(-0.718730892823492, 0.999666954264042)"
"12172","c(-0.718730892823492, 0.999666954264042)"
"12173","c(-0.718730892823492, 0.999666954264042)"
"12174","c(-0.718730892823492, 0.999666954264042)"
"12175","c(-0.718730892823492, 0.999666954264042)"
"12176","c(-0.718730892823492, 0.999666954264042)"
"12177","c(-0.718730892823492, 0.999666954264042)"
"12178","c(-0.718730892823492, 0.999666954264042)"
"12179","c(-0.718730892823492, 0.999666954264042)"
"12180","c(-0.718730892823492, 0.999666954264042)"
"12181","c(-0.718730892823492, 0.999666954264042)"
"12182","c(-0.718730892823492, 0.999666954264042)"
"12183","c(-0.718730892823492, 0.999666954264042)"
"12184","c(-0.718730892823492, 0.999666954264042)"
"12185","c(-0.718730892823492, 0.999666954264042)"
"12186","c(-0.718730892823492, 0.999666954264042)"
"12187","c(-0.718730892823492, 0.999666954264042)"
"12188","c(-0.718730892823492, 0.999666954264042)"
"12189","c(-0.718730892823492, 0.999666954264042)"
"12190","c(-0.718730892823492, 0.999666954264042)"
"12191","c(-0.718730892823492, 0.999666954264042)"
"12192","c(-0.718730892823492, 0.999666954264042)"
"12193","c(-0.718730892823492, 0.999666954264042)"
"12194","c(-0.718730892823492, 0.999666954264042)"
"12195","c(-0.718730892823492, 0.999666954264042)"
"12196","c(-0.718730892823492, 0.999666954264042)"
"12197","c(-0.718730892823492, 0.999666954264042)"
"12198","c(-0.718730892823492, 0.999666954264042)"
"12199","c(-0.718730892823492, 0.999666954264042)"
"12200","c(-0.718730892823492, 0.999666954264042)"
"12201","c(-0.718730892823492, 0.999666954264042)"
"12202","c(-0.718730892823492, 0.999666954264042)"
"12203","c(-0.718730892823492, 0.999666954264042)"
"12204","c(-0.718730892823492, 0.999666954264042)"
"12205","c(-0.66661213756028, 0.997327556440854)"
"12206","c(-0.66661213756028, 0.997327556440854)"
"12207","c(-0.66661213756028, 0.997327556440854)"
"12208","c(-0.66661213756028, 0.997327556440854)"
"12209","c(-0.66661213756028, 0.997327556440854)"
"12210","c(-0.66661213756028, 0.997327556440854)"
"12211","c(-0.66661213756028, 0.997327556440854)"
"12212","c(-0.66661213756028, 0.997327556440854)"
"12213","c(-0.66661213756028, 0.997327556440854)"
"12214","c(-0.66661213756028, 0.997327556440854)"
"12215","c(-0.66661213756028, 0.997327556440854)"
"12216","c(-0.66661213756028, 0.997327556440854)"
"12217","c(-0.66661213756028, 0.997327556440854)"
"12218","c(-0.66661213756028, 0.997327556440854)"
"12219","c(-0.66661213756028, 0.997327556440854)"
"12220","c(-0.66661213756028, 0.997327556440854)"
"12221","c(-0.66661213756028, 0.997327556440854)"
"12222","c(-0.66661213756028, 0.997327556440854)"
"12223","c(-0.66661213756028, 0.997327556440854)"
"12224","c(-0.66661213756028, 0.997327556440854)"
"12225","c(-0.66661213756028, 0.997327556440854)"
"12226","c(-0.66661213756028, 0.997327556440854)"
"12227","c(-0.66661213756028, 0.997327556440854)"
"12228","c(-0.66661213756028, 0.997327556440854)"
"12229","c(-0.66661213756028, 0.997327556440854)"
"12230","c(-0.66661213756028, 0.997327556440854)"
"12231","c(-0.66661213756028, 0.997327556440854)"
"12232","c(-0.66661213756028, 0.997327556440854)"
"12233","c(-0.66661213756028, 0.997327556440854)"
"12234","c(-0.66661213756028, 0.997327556440854)"
"12235","c(-0.66661213756028, 0.997327556440854)"
"12236","c(-0.66661213756028, 0.997327556440854)"
"12237","c(-0.66661213756028, 0.997327556440854)"
"12238","c(-0.66661213756028, 0.997327556440854)"
"12239","c(-0.66661213756028, 0.997327556440854)"
"12240","c(-0.66661213756028, 0.997327556440854)"
"12241","c(-0.770943421250195, 0.999135036768917)"
"12242","c(-0.770943421250195, 0.999135036768917)"
"12243","c(-0.770943421250195, 0.999135036768917)"
"12244","c(-0.770943421250195, 0.999135036768917)"
"12245","c(-0.770943421250195, 0.999135036768917)"
"12246","c(-0.770943421250195, 0.999135036768917)"
"12247","c(-0.770943421250195, 0.999135036768917)"
"12248","c(-0.770943421250195, 0.999135036768917)"
"12249","c(-0.770943421250195, 0.999135036768917)"
"12250","c(-0.770943421250195, 0.999135036768917)"
"12251","c(-0.770943421250195, 0.999135036768917)"
"12252","c(-0.770943421250195, 0.999135036768917)"
"12253","c(-0.770943421250195, 0.999135036768917)"
"12254","c(-0.770943421250195, 0.999135036768917)"
"12255","c(-0.770943421250195, 0.999135036768917)"
"12256","c(-0.770943421250195, 0.999135036768917)"
"12257","c(-0.770943421250195, 0.999135036768917)"
"12258","c(-0.770943421250195, 0.999135036768917)"
"12259","c(-0.770943421250195, 0.999135036768917)"
"12260","c(-0.770943421250195, 0.999135036768917)"
"12261","c(-0.770943421250195, 0.999135036768917)"
"12262","c(-0.770943421250195, 0.999135036768917)"
"12263","c(-0.770943421250195, 0.999135036768917)"
"12264","c(-0.770943421250195, 0.999135036768917)"
"12265","c(-0.770943421250195, 0.999135036768917)"
"12266","c(-0.770943421250195, 0.999135036768917)"
"12267","c(-0.770943421250195, 0.999135036768917)"
"12268","c(-0.770943421250195, 0.999135036768917)"
"12269","c(-0.770943421250195, 0.999135036768917)"
"12270","c(-0.770943421250195, 0.999135036768917)"
"12271","c(-0.770943421250195, 0.999135036768917)"
"12272","c(-0.770943421250195, 0.999135036768917)"
"12273","c(-0.770943421250195, 0.999135036768917)"
"12274","c(-0.770943421250195, 0.999135036768917)"
"12275","c(-0.770943421250195, 0.999135036768917)"
"12276","c(-0.770943421250195, 0.999135036768917)"
"12277","c(-0.718730892823492, 0.999666954264042)"
"12278","c(-0.718730892823492, 0.999666954264042)"
"12279","c(-0.718730892823492, 0.999666954264042)"
"12280","c(-0.718730892823492, 0.999666954264042)"
"12281","c(-0.718730892823492, 0.999666954264042)"
"12282","c(-0.718730892823492, 0.999666954264042)"
"12283","c(-0.718730892823492, 0.999666954264042)"
"12284","c(-0.718730892823492, 0.999666954264042)"
"12285","c(-0.718730892823492, 0.999666954264042)"
"12286","c(-0.718730892823492, 0.999666954264042)"
"12287","c(-0.718730892823492, 0.999666954264042)"
"12288","c(-0.718730892823492, 0.999666954264042)"
"12289","c(-0.718730892823492, 0.999666954264042)"
"12290","c(-0.718730892823492, 0.999666954264042)"
"12291","c(-0.718730892823492, 0.999666954264042)"
"12292","c(-0.718730892823492, 0.999666954264042)"
"12293","c(-0.718730892823492, 0.999666954264042)"
"12294","c(-0.718730892823492, 0.999666954264042)"
"12295","c(-0.718730892823492, 0.999666954264042)"
"12296","c(-0.718730892823492, 0.999666954264042)"
"12297","c(-0.718730892823492, 0.999666954264042)"
"12298","c(-0.718730892823492, 0.999666954264042)"
"12299","c(-0.718730892823492, 0.999666954264042)"
"12300","c(-0.718730892823492, 0.999666954264042)"
"12301","c(-0.718730892823492, 0.999666954264042)"
"12302","c(-0.718730892823492, 0.999666954264042)"
"12303","c(-0.718730892823492, 0.999666954264042)"
"12304","c(-0.718730892823492, 0.999666954264042)"
"12305","c(-0.718730892823492, 0.999666954264042)"
"12306","c(-0.718730892823492, 0.999666954264042)"
"12307","c(-0.718730892823492, 0.999666954264042)"
"12308","c(-0.718730892823492, 0.999666954264042)"
"12309","c(-0.718730892823492, 0.999666954264042)"
"12310","c(-0.718730892823492, 0.999666954264042)"
"12311","c(-0.718730892823492, 0.999666954264042)"
"12312","c(-0.718730892823492, 0.999666954264042)"
"12313","c(-0.66661213756028, 0.997327556440854)"
"12314","c(-0.66661213756028, 0.997327556440854)"
"12315","c(-0.66661213756028, 0.997327556440854)"
"12316","c(-0.66661213756028, 0.997327556440854)"
"12317","c(-0.66661213756028, 0.997327556440854)"
"12318","c(-0.66661213756028, 0.997327556440854)"
